PRISM Time Series Data
Location:  Lat: 39.1506   Lon: -122.3658   Elev: 270m
"Climate variables: ppt,tmin,tmean,tmax,tdmean,vpdmin,vpdmax"
Spatial resolution: 4km
Period: 1981-01-01 - 2019-06-15
Dataset: AN81d
PRISM day definition: 24 hours ending at 1200 UTC on the day shown
Grid Cell Interpolation: On
Time series generated: 2019-Jul-16
Details: http://www.prism.oregonstate.edu/documents/PRISM_datasets.pdf
Date,ppt (mm),tmin (degrees C),tmean (degrees C),tmax (degrees C),tdmean (degrees C),vpdmin (hPa),vpdmax (hPa)
2003-03-06,0.00,2.3,10.9,19.4,3.5,0.42,11.55
2003-03-07,0.00,2.6,11.2,19.8,2.2,0.35,14.15
2003-03-08,0.00,2.0,10.3,18.6,3.6,0.12,11.22
2003-03-09,0.00,3.6,11.6,19.6,5.0,0.27,11.91
2003-03-10,0.29,6.1,12.0,18.0,6.3,0.31,8.97
2003-03-11,0.00,6.9,13.6,20.4,8.9,0.06,9.63
2003-03-12,0.00,7.2,14.5,21.9,9.5,0.16,11.33
2003-03-13,0.00,8.1,15.0,21.8,10.1,0.08,10.02
2003-03-14,16.56,9.0,12.9,16.9,7.8,0.41,8.24
2003-03-15,26.67,8.4,12.4,16.5,9.6,0.20,5.73
2003-03-16,3.12,7.5,11.9,16.4,5.5,0.54,9.23
2003-03-17,2.99,3.2,9.5,15.9,4.3,0.21,8.90
2003-03-18,0.00,2.4,9.7,17.0,1.5,0.33,11.65
2003-03-19,0.00,3.7,11.2,18.7,0.6,1.35,14.82
2003-03-20,2.01,4.8,11.9,19.0,5.3,0.18,12.02
2003-03-21,0.00,5.5,12.0,18.5,5.9,0.19,10.18
2003-03-22,0.00,6.7,13.9,21.1,7.8,0.33,11.62
2003-03-23,1.34,9.2,13.7,18.3,8.7,0.16,8.55
2003-03-24,0.00,5.0,11.6,18.2,6.4,0.12,10.21
2003-03-25,0.00,5.1,12.8,20.5,4.0,0.44,14.70
2003-03-26,0.14,8.1,14.9,21.6,9.1,0.27,11.58
2003-03-27,0.00,4.0,11.8,19.6,4.7,0.34,13.78
2003-03-28,0.00,5.0,12.0,19.0,-1.9,2.60,15.40
2003-03-29,0.00,7.4,14.5,21.6,-1.2,4.56,18.02
2003-03-30,0.00,7.7,16.9,26.1,4.0,2.69,23.62
2003-03-31,0.00,8.3,17.0,25.8,7.8,1.40,19.11
2003-04-01,0.00,9.9,17.2,24.5,7.9,1.50,16.19
2003-04-02,1.35,4.5,10.9,17.4,3.1,1.22,10.77
2003-04-03,0.99,0.7,6.4,12.0,-0.0,0.56,6.54
2003-04-04,4.67,1.8,7.9,13.9,1.7,0.36,8.11
2003-04-05,0.83,0.7,7.5,14.2,1.6,0.20,8.34
2003-04-06,0.00,1.8,8.9,16.0,1.2,0.44,10.30
2003-04-07,0.00,4.4,10.7,17.0,4.5,0.54,9.44
2003-04-08,0.00,4.8,13.3,21.9,6.2,0.49,14.64
2003-04-09,0.00,5.5,14.7,23.9,6.7,0.48,17.42
2003-04-10,0.00,6.0,15.5,25.0,5.8,0.97,21.69
2003-04-11,0.00,4.3,11.6,19.0,6.5,0.33,9.31
2003-04-12,2.89,4.7,12.2,19.7,5.9,0.45,11.96
2003-04-13,19.66,6.2,8.8,11.3,6.4,0.29,3.08
2003-04-14,2.04,2.5,7.5,12.4,4.6,0.10,4.20
2003-04-15,0.00,2.1,9.1,16.0,3.0,0.11,9.82
2003-04-16,0.91,3.7,9.4,15.2,3.7,0.36,8.66
2003-04-17,2.87,6.9,10.6,14.4,7.2,0.19,5.73
2003-04-18,0.30,5.2,11.8,18.3,5.3,0.23,11.05
2003-04-19,0.00,4.7,12.1,19.6,2.2,1.01,15.14
2003-04-20,0.00,6.4,14.6,22.9,2.2,1.74,19.57
2003-04-21,0.33,6.7,13.5,20.2,5.9,0.79,12.66
2003-04-22,4.78,4.3,9.4,14.5,4.2,0.22,7.21
2003-04-23,0.00,4.7,11.6,18.4,5.5,0.30,10.50
2003-04-24,3.95,6.2,10.8,15.5,6.8,0.16,7.33
2003-04-25,2.74,4.5,9.9,15.2,3.3,0.55,8.31
2003-04-26,6.20,3.6,8.4,13.3,4.4,0.26,5.41
2003-04-27,0.46,2.6,9.5,16.5,3.5,0.18,10.36
2003-04-28,6.88,3.5,10.6,17.8,4.9,0.23,11.09
2003-04-29,5.15,6.7,9.5,12.4,6.2,0.41,3.32
2003-04-30,0.88,4.3,9.2,14.1,5.9,0.07,5.00
2003-05-01,0.00,5.0,12.1,19.2,6.3,0.12,11.29
2003-05-02,1.19,8.0,14.9,21.8,6.7,0.98,15.35
2003-05-03,16.17,9.7,11.5,13.3,10.2,0.05,2.41
2003-05-04,3.75,8.2,13.1,18.1,8.8,0.06,7.37
2003-05-05,0.27,5.6,12.0,18.4,6.6,0.39,9.09
2003-05-06,0.00,5.8,13.4,21.1,5.5,0.56,14.46
2003-05-07,8.00,7.2,12.9,18.7,8.1,0.13,9.13
2003-05-08,0.06,7.0,13.3,19.5,6.7,0.34,10.09
2003-05-09,0.93,2.7,9.0,15.3,3.5,0.18,8.67
2003-05-10,0.00,3.2,11.0,18.8,4.8,0.16,11.24
2003-05-11,0.00,5.9,14.4,22.8,6.1,0.70,15.68
2003-05-12,0.00,7.9,15.8,23.7,7.0,1.10,17.73
2003-05-13,0.00,9.4,17.7,26.1,7.8,1.34,21.54
2003-05-14,0.00,11.0,20.2,29.5,9.1,1.65,28.04
2003-05-15,0.00,10.1,19.8,29.6,9.2,1.11,28.02
2003-05-16,0.00,8.3,16.1,23.9,8.6,0.60,15.12
2003-05-17,0.00,7.6,17.2,26.8,4.8,1.14,25.55
2003-05-18,0.00,7.5,16.3,25.0,0.9,3.88,23.30
2003-05-19,0.00,7.5,15.7,23.9,-3.0,5.27,22.47
2003-05-20,0.00,10.0,19.4,28.8,1.9,4.12,30.05
2003-05-21,0.00,12.8,22.5,32.2,6.6,5.14,35.99
2003-05-22,0.00,14.0,24.1,34.2,10.3,4.08,38.09
2003-05-23,0.00,16.3,25.8,35.4,13.5,4.02,38.90
2003-05-24,0.00,15.0,25.5,36.1,13.9,2.37,39.65
2003-05-25,0.00,12.1,20.6,29.1,11.4,1.25,22.89
2003-05-26,0.00,10.1,18.0,25.9,11.1,0.49,16.44
2003-05-27,0.00,10.3,19.9,29.4,9.2,0.70,27.00
2003-05-28,0.00,14.7,25.0,35.4,9.4,5.53,41.43
2003-05-29,0.00,16.5,25.9,35.3,13.6,4.18,38.90
2003-05-30,0.00,11.9,22.4,33.0,11.8,1.12,31.64
2003-05-31,0.00,11.9,19.8,27.7,12.2,0.43,17.98
2003-06-01,0.00,13.5,22.9,32.4,11.1,1.08,33.60
2003-06-02,0.00,15.1,25.6,36.1,8.9,5.73,46.87
2003-06-03,0.00,16.6,26.6,36.7,7.8,7.45,49.74
2003-06-04,0.00,15.8,26.8,37.9,10.5,4.79,50.58
2003-06-05,0.00,15.7,26.0,36.2,11.9,4.96,41.71
2003-06-06,0.00,14.6,24.7,34.8,11.6,2.27,37.86
2003-06-07,0.00,14.4,23.4,32.4,14.2,1.09,28.21
2003-06-08,0.00,14.8,23.6,32.4,14.9,1.09,26.51
2003-06-09,0.00,15.2,24.0,32.8,14.9,1.27,27.43
2003-06-10,0.00,12.8,21.9,31.0,13.4,0.62,25.30
2003-06-11,0.00,12.0,19.4,26.8,11.6,0.75,17.35
2003-06-12,0.00,11.5,19.5,27.4,11.6,0.78,19.15
2003-06-13,0.00,10.9,19.1,27.3,10.5,0.75,20.21
2003-06-14,0.00,11.1,19.9,28.8,10.1,1.45,22.89
2003-06-15,0.00,12.1,21.3,30.4,9.6,2.19,28.17
2003-06-16,0.00,14.8,24.7,34.5,10.8,4.15,39.06
2003-06-17,0.00,16.6,27.1,37.5,11.7,5.13,48.59
2003-06-18,0.00,16.0,25.8,35.5,13.2,4.20,38.16
2003-06-19,0.00,13.2,21.6,29.9,11.6,2.03,25.02
2003-06-20,0.00,12.3,20.8,29.2,10.3,1.97,24.48
2003-06-21,0.00,11.7,20.3,28.9,7.9,3.25,26.21
2003-06-22,0.00,11.7,20.0,28.3,8.4,3.24,24.55
2003-06-23,0.00,12.1,20.7,29.4,6.5,3.99,29.21
2003-06-24,0.00,12.2,20.7,29.2,4.8,4.17,30.14
2003-06-25,0.00,13.1,22.5,31.9,2.9,7.48,37.77
2003-06-26,0.00,15.0,25.4,35.7,3.5,9.44,48.36
2003-06-27,0.00,18.4,28.6,38.8,6.4,11.37,56.37
2003-06-28,0.00,17.9,29.0,40.2,7.1,9.78,61.09
2003-06-29,0.00,15.9,27.1,38.2,6.5,8.97,55.56
2003-06-30,0.00,13.2,23.7,34.3,5.6,5.10,43.58
2003-07-01,0.00,12.6,22.5,32.4,7.2,3.86,37.46
2003-07-02,0.00,11.6,21.8,32.0,6.3,2.87,37.44
2003-07-03,0.00,11.3,21.8,32.4,2.7,5.02,40.74
2003-07-04,0.00,12.8,22.9,33.1,4.6,5.66,40.06
2003-07-05,0.00,14.6,25.3,36.1,6.0,7.11,47.25
2003-07-06,0.00,15.2,25.2,35.3,7.9,6.09,44.32
2003-07-07,0.00,14.4,24.2,34.0,10.6,4.49,36.12
2003-07-08,0.00,12.0,21.6,31.2,8.8,3.06,32.73
2003-07-09,0.00,12.4,23.2,33.9,8.1,4.36,38.81
2003-07-10,0.00,15.3,26.2,37.0,8.2,6.61,50.65
2003-07-11,0.00,15.0,26.0,37.0,8.6,6.96,49.29
2003-07-12,0.00,16.4,27.0,37.5,9.5,7.86,52.04
2003-07-13,0.00,15.0,25.2,35.4,10.3,4.63,43.03
2003-07-14,0.00,15.1,24.9,34.7,10.9,3.71,40.15
2003-07-15,0.00,17.0,27.3,37.6,10.9,5.94,48.74
2003-07-16,0.00,16.2,26.2,36.2,11.3,6.07,43.38
2003-07-17,0.00,16.4,26.6,36.8,10.9,6.03,44.05
2003-07-18,0.00,18.4,29.0,39.7,10.3,9.16,57.39
2003-07-19,0.00,19.5,29.9,40.3,10.7,9.53,60.95
2003-07-20,0.00,21.9,30.9,39.9,13.0,10.18,55.88
2003-07-21,0.00,22.7,31.5,40.2,13.5,11.70,55.85
2003-07-22,0.00,21.7,30.7,39.6,13.9,10.19,50.03
2003-07-23,0.00,22.2,31.5,40.9,13.4,11.52,57.73
2003-07-24,0.00,23.5,30.6,37.6,15.2,10.56,42.18
2003-07-25,0.00,20.0,28.7,37.5,14.2,8.15,45.81
2003-07-26,0.00,17.7,26.6,35.4,12.9,6.53,38.79
2003-07-27,0.00,17.5,27.2,36.9,11.1,6.73,48.88
2003-07-28,0.00,19.4,30.7,41.9,11.1,8.86,66.25
2003-07-29,0.00,21.2,31.2,41.2,11.8,12.62,60.54
2003-07-30,0.00,22.0,32.2,42.4,13.0,11.07,64.06
2003-07-31,0.00,20.1,28.6,37.1,13.4,7.46,45.07
2003-08-01,1.66,18.9,26.2,33.5,13.1,2.81,36.16
2003-08-02,0.85,18.8,26.6,34.3,15.4,3.42,32.92
2003-08-03,0.05,16.8,22.6,28.3,16.0,1.25,17.81
2003-08-04,0.00,15.3,23.8,32.3,14.6,1.14,31.33
2003-08-05,0.00,13.4,22.4,31.5,12.2,1.28,30.55
2003-08-06,0.00,12.5,20.4,28.3,11.5,0.87,23.66
2003-08-07,0.00,11.0,19.8,28.6,11.2,0.64,24.80
2003-08-08,0.00,11.7,20.4,29.0,10.4,1.39,26.88
2003-08-09,0.00,12.5,21.8,31.1,11.3,1.66,30.44
2003-08-10,0.00,12.2,22.3,32.5,8.4,2.20,37.79
2003-08-11,0.00,12.5,22.9,33.2,9.1,2.44,38.24
2003-08-12,0.00,12.3,22.4,32.6,8.3,2.99,39.01
2003-08-13,0.00,11.7,22.6,33.5,8.0,2.92,40.75
2003-08-14,0.00,12.1,22.7,33.4,7.0,3.46,41.69
2003-08-15,0.00,12.6,23.1,33.6,6.5,3.55,42.65
2003-08-16,0.00,12.7,23.8,34.8,7.6,3.78,45.64
2003-08-17,0.00,15.2,25.8,36.3,6.5,6.73,51.31
2003-08-18,0.00,15.7,26.5,37.3,8.0,7.79,53.31
2003-08-19,0.00,15.1,26.4,37.7,9.1,6.04,52.80
2003-08-20,0.00,15.2,24.8,34.4,10.6,4.96,40.17
2003-08-21,0.00,16.3,26.4,36.6,10.4,5.37,48.25
2003-08-22,6.74,16.6,24.8,33.1,13.2,0.45,36.40
2003-08-23,0.00,13.8,20.1,26.4,14.6,0.18,16.04
2003-08-24,0.00,13.9,23.0,32.1,13.7,0.64,31.55
2003-08-25,0.00,15.2,25.2,35.2,11.2,3.40,42.65
2003-08-26,0.00,17.4,27.3,37.2,10.3,6.33,49.57
2003-08-27,0.00,14.6,25.3,35.9,9.5,5.46,46.77
2003-08-28,0.00,14.1,24.1,34.0,10.5,4.28,38.35
2003-08-29,0.00,13.0,23.0,32.9,9.1,3.36,37.98
2003-08-30,0.00,13.8,24.5,35.2,9.0,4.02,45.70
2003-08-31,0.00,16.4,25.5,34.5,9.2,7.41,41.39
2003-09-01,0.00,17.0,27.7,38.4,9.4,7.26,54.95
2003-09-02,0.00,17.8,28.5,39.1,9.4,9.46,56.57
2003-09-03,0.00,18.9,29.1,39.4,10.6,9.41,56.70
2003-09-04,0.52,17.9,26.7,35.5,13.3,5.51,39.53
2003-09-05,0.00,16.1,25.9,35.6,13.6,4.33,38.85
2003-09-06,0.00,11.6,22.5,33.5,8.5,3.27,41.49
2003-09-07,0.00,11.5,20.5,29.4,8.9,2.46,28.34
2003-09-08,0.00,11.1,19.4,27.6,10.8,1.43,20.24
2003-09-09,0.00,11.3,20.1,28.8,5.9,2.61,30.98
2003-09-10,0.00,13.5,19.7,25.8,11.3,1.13,18.02
2003-09-11,0.00,13.9,22.7,31.4,6.6,3.11,37.11
2003-09-12,0.00,16.7,26.3,35.8,7.8,9.17,47.28
2003-09-13,0.00,18.5,27.5,36.6,4.1,10.56,52.72
2003-09-14,0.00,16.1,25.3,34.6,-0.4,12.45,46.95
2003-09-15,0.00,14.5,25.6,36.6,3.6,8.15,52.95
2003-09-16,0.00,12.0,22.1,32.1,6.6,5.57,35.96
2003-09-17,0.00,11.1,19.8,28.5,6.0,3.61,28.23
2003-09-18,0.00,11.4,19.7,27.9,-3.9,7.20,32.43
2003-09-19,0.00,11.7,22.6,33.4,-1.9,7.61,46.02
2003-09-20,0.00,11.3,22.2,33.2,5.4,5.19,39.44
2003-09-21,0.00,14.6,26.3,38.0,3.1,8.37,58.16
2003-09-22,0.00,15.9,27.2,38.6,3.2,11.85,59.66
2003-09-23,0.00,16.6,28.2,39.9,4.1,11.96,64.05
2003-09-24,0.00,13.3,25.1,36.8,8.9,2.88,46.65
2003-09-25,0.00,13.7,25.4,37.1,9.9,2.82,49.69
2003-09-26,0.00,12.8,23.5,34.2,10.4,1.78,36.17
2003-09-27,0.00,12.0,22.6,33.3,9.8,1.55,33.75
2003-09-28,0.00,13.3,23.6,33.9,10.8,3.15,35.45
2003-09-29,0.00,11.4,22.7,33.9,11.2,1.20,37.29
2003-09-30,0.00,9.9,19.5,29.1,9.3,0.82,25.56
2003-10-01,0.00,10.7,21.1,31.5,7.8,2.46,33.01
2003-10-02,0.00,10.9,20.5,30.1,8.2,2.77,29.88
2003-10-03,0.00,11.2,20.4,29.7,8.7,2.68,27.88
2003-10-04,0.00,12.1,21.5,30.8,9.7,2.70,28.52
2003-10-05,0.00,12.3,20.3,28.3,9.3,3.10,23.11
2003-10-06,0.00,12.0,21.7,31.3,9.3,3.53,31.46
2003-10-07,0.00,13.4,23.6,33.8,8.1,4.69,38.70
2003-10-08,0.00,12.7,22.3,31.8,8.3,5.28,33.42
2003-10-09,0.00,10.7,20.6,30.4,7.8,2.28,31.10
2003-10-10,0.00,8.3,17.3,26.2,4.1,0.83,25.23
2003-10-11,0.00,7.0,16.1,25.2,-4.3,4.56,26.87
2003-10-12,0.00,8.6,19.1,29.6,0.3,4.46,33.44
2003-10-13,0.00,9.7,19.5,29.3,-1.6,3.53,33.62
2003-10-14,0.00,9.7,20.5,31.2,-5.9,6.70,40.60
2003-10-15,0.00,7.4,18.4,29.5,0.5,4.04,32.36
2003-10-16,0.00,7.7,17.3,27.0,2.1,4.02,25.80
2003-10-17,0.00,10.0,19.8,29.6,6.1,3.38,29.15
2003-10-18,0.00,10.3,20.1,30.0,6.4,3.16,29.41
2003-10-19,0.00,8.6,19.1,29.5,5.2,2.66,29.75
2003-10-20,0.00,8.8,19.2,29.7,5.3,2.77,29.08
2003-10-21,0.00,9.6,21.0,32.5,5.7,4.34,36.08
2003-10-22,0.00,10.7,22.0,33.2,4.6,5.20,38.96
2003-10-23,0.00,9.5,19.6,29.7,6.0,3.27,30.55
2003-10-24,0.00,9.9,20.0,30.2,-2.4,3.75,36.71
2003-10-25,0.00,12.7,22.2,31.6,-3.1,10.37,39.45
2003-10-26,0.00,15.3,24.1,32.9,-3.3,13.12,42.72
2003-10-27,0.00,13.4,24.0,34.5,-0.4,9.64,46.52
2003-10-28,0.00,13.8,24.3,34.8,1.7,9.43,45.31
2003-10-29,0.00,12.1,23.2,34.3,3.8,6.58,41.75
2003-10-30,0.00,6.0,17.0,28.0,0.7,2.73,28.93
2003-10-31,1.82,3.5,10.9,18.2,-0.9,1.16,15.24
2003-11-01,1.47,1.6,6.5,11.4,2.7,0.15,5.13
2003-11-02,0.00,1.1,8.8,16.5,-1.1,0.52,13.07
2003-11-03,4.65,3.0,8.5,14.1,1.8,0.32,10.08
2003-11-04,0.00,0.4,7.1,13.8,1.8,0.06,8.29
2003-11-05,0.34,2.0,8.6,15.2,2.7,0.30,9.18
2003-11-06,0.18,4.7,9.3,13.9,4.4,0.35,7.01
2003-11-07,4.32,6.5,10.1,13.6,6.1,0.20,6.78
2003-11-08,5.74,8.3,10.5,12.8,9.3,0.06,1.68
2003-11-09,23.38,7.8,11.0,14.1,9.3,0.09,3.37
2003-11-10,5.88,5.4,10.3,15.1,8.1,0.03,5.07
2003-11-11,0.00,4.2,11.1,18.0,5.8,0.04,10.15
2003-11-12,0.00,5.7,13.3,20.8,4.1,1.77,15.11
2003-11-13,0.00,5.7,13.5,21.3,2.5,1.64,17.31
2003-11-14,0.00,5.9,10.5,15.1,6.5,0.67,6.58
2003-11-15,2.95,7.6,10.1,12.6,7.8,0.18,3.50
2003-11-16,0.74,4.7,8.6,12.5,6.2,0.08,4.30
2003-11-17,0.00,4.9,9.3,13.8,7.4,0.07,4.16
2003-11-18,0.00,4.1,10.5,17.0,7.1,0.05,7.38
2003-11-19,0.00,4.3,11.7,19.1,6.4,0.20,10.01
2003-11-20,0.00,6.1,12.5,18.9,7.8,0.20,9.26
2003-11-21,0.00,1.8,9.6,17.5,4.7,0.10,10.28
2003-11-22,0.00,-0.3,6.6,13.5,-2.8,0.86,10.24
2003-11-23,0.00,-0.5,6.3,13.1,-8.2,2.01,11.34
2003-11-24,0.00,-0.2,7.1,14.5,-6.0,1.67,12.45
2003-11-25,0.00,-0.7,7.1,14.8,-2.4,0.64,11.45
2003-11-26,0.00,0.0,6.9,13.7,0.9,0.28,8.78
2003-11-27,0.00,0.8,8.1,15.4,0.9,0.30,9.93
2003-11-28,0.00,3.1,8.5,13.9,-0.8,1.72,10.06
2003-11-29,4.95,5.6,8.5,11.3,4.6,0.31,5.06
2003-11-30,5.87,6.8,8.4,10.1,6.9,0.10,2.04
2003-12-01,9.81,7.8,9.5,11.3,7.8,0.06,2.51
2003-12-02,21.01,8.1,9.5,11.0,8.5,0.03,1.17
2003-12-03,0.02,7.2,10.6,13.9,9.4,0.02,1.76
2003-12-04,0.00,4.9,11.4,17.9,7.8,0.01,8.08
2003-12-05,6.78,6.9,8.7,10.6,8.2,0.01,0.60
2003-12-06,1.23,9.0,11.2,13.4,10.1,0.04,1.53
2003-12-07,8.21,7.8,10.8,13.8,9.8,0.10,2.29
2003-12-08,0.00,0.8,7.2,13.6,3.6,0.10,6.69
2003-12-09,0.00,0.6,7.2,13.8,1.2,0.13,8.54
2003-12-10,25.21,4.1,6.2,8.3,4.2,0.18,2.42
2003-12-11,5.10,3.6,7.6,11.7,6.0,0.03,2.80
2003-12-12,0.59,2.0,7.3,12.5,3.5,0.02,6.16
2003-12-13,4.16,5.1,7.2,9.2,6.0,0.05,0.93
2003-12-14,12.31,4.7,8.5,12.3,8.0,0.01,1.77
2003-12-15,0.00,0.1,6.7,13.3,1.4,0.08,8.34
2003-12-16,0.00,0.0,5.9,11.9,0.8,0.21,6.45
2003-12-17,0.00,0.6,6.1,11.6,1.0,0.25,5.62
2003-12-18,0.00,2.1,9.2,16.3,-1.3,0.90,12.11
2003-12-19,0.00,2.2,9.6,17.1,0.5,1.04,11.98
2003-12-20,16.06,3.4,6.8,10.1,4.0,0.04,4.41
2003-12-21,8.73,4.4,7.0,9.6,6.5,0.00,0.78
2003-12-22,0.00,3.6,8.9,14.2,6.4,0.01,4.25
2003-12-23,3.45,3.7,7.7,11.7,5.3,0.06,2.99
2003-12-24,22.49,6.5,8.5,10.6,7.7,0.09,1.06
2003-12-25,5.04,4.7,8.2,11.7,6.9,0.06,2.78
2003-12-26,0.00,0.2,5.7,11.3,1.5,0.16,5.15
2003-12-27,0.00,-2.9,3.5,9.8,-2.4,0.08,6.51
2003-12-28,0.00,-3.4,3.1,9.6,-1.3,0.02,5.15
2003-12-29,18.02,-1.2,2.7,6.6,1.1,0.03,1.89
2003-12-30,25.23,3.3,5.6,7.8,4.3,0.04,0.79
2003-12-31,0.00,3.2,6.9,10.5,4.7,0.04,3.01
2004-01-01,6.45,3.9,7.0,10.1,5.0,0.08,3.41
2004-01-02,14.94,1.3,5.5,9.8,3.0,0.11,3.35
2004-01-03,1.38,-1.4,3.6,8.6,0.5,0.10,3.33
2004-01-04,0.00,-2.7,3.3,9.3,-2.2,0.23,6.07
2004-01-05,0.00,-1.6,4.0,9.5,-1.2,0.18,5.26
2004-01-06,0.00,0.7,6.0,11.4,-1.2,0.82,7.49
2004-01-07,6.11,3.6,6.2,8.8,1.8,0.34,4.36
2004-01-08,10.19,4.6,6.5,8.4,5.5,0.04,0.94
2004-01-09,6.04,4.1,7.3,10.6,6.6,0.01,1.36
2004-01-10,11.59,5.0,7.5,10.0,6.5,0.05,2.16
2004-01-11,0.02,5.1,9.5,14.0,7.5,0.01,3.50
2004-01-12,0.00,4.1,10.9,17.6,6.6,0.03,8.67
2004-01-13,0.00,4.5,8.4,12.4,6.5,0.02,2.63
2004-01-14,0.00,3.4,8.9,14.3,5.7,0.02,4.66
2004-01-15,2.92,4.2,6.7,9.2,5.8,0.03,0.91
2004-01-16,0.00,3.3,9.3,15.4,6.3,0.01,5.81
2004-01-17,0.00,3.3,7.2,11.1,5.3,0.04,2.77
2004-01-18,0.00,4.2,7.8,11.4,5.6,0.14,3.34
2004-01-19,0.00,2.8,9.1,15.4,5.7,0.04,6.74
2004-01-20,0.00,3.4,8.4,13.5,5.8,0.04,4.26
2004-01-21,0.00,2.3,9.0,15.7,2.4,0.13,9.92
2004-01-22,0.00,1.2,8.9,16.7,-2.1,1.52,13.69
2004-01-23,0.00,-0.1,7.4,14.9,-0.7,0.56,10.30
2004-01-24,4.03,1.6,7.2,12.9,2.9,0.06,6.98
2004-01-25,0.84,0.5,6.1,11.7,4.9,0.00,2.87
2004-01-26,0.24,0.5,6.1,11.8,-1.4,0.50,8.87
2004-01-27,2.07,3.1,6.0,8.8,2.8,0.18,3.83
2004-01-28,9.56,1.9,6.6,11.3,5.4,0.02,1.55
2004-01-29,0.00,2.0,7.1,12.3,4.1,0.04,3.84
2004-01-30,0.32,2.8,8.9,15.1,5.8,0.05,5.89
2004-01-31,0.02,0.5,6.6,12.7,3.3,0.16,6.13
2004-02-01,0.51,1.2,7.3,13.4,-1.1,0.80,10.22
2004-02-02,8.01,4.4,6.3,8.2,4.1,0.16,2.04
2004-02-03,18.82,3.5,6.5,9.6,4.8,0.00,2.19
2004-02-04,2.61,3.2,6.8,10.5,4.9,0.03,2.49
2004-02-05,0.00,2.0,8.1,14.3,3.4,0.06,7.30
2004-02-06,0.00,2.9,9.6,16.2,1.3,0.73,11.48
2004-02-07,1.36,0.8,7.2,13.7,3.1,0.11,6.15
2004-02-08,0.00,0.7,7.4,14.1,1.3,0.24,8.11
2004-02-09,0.00,2.1,9.0,15.9,-2.4,1.89,12.32
2004-02-10,0.00,4.5,10.5,16.5,-3.6,3.51,13.26
2004-02-11,0.00,0.9,9.3,17.7,-3.1,1.64,15.01
2004-02-12,0.00,1.7,10.4,19.1,-0.0,1.16,14.88
2004-02-13,0.00,1.8,9.7,17.7,-0.2,0.87,13.80
2004-02-14,2.11,3.2,7.9,12.7,2.6,0.26,8.10
2004-02-15,3.16,4.2,9.7,15.3,5.6,0.05,7.45
2004-02-16,21.91,6.9,9.2,11.6,7.5,0.05,2.29
2004-02-17,43.08,7.5,10.7,13.9,9.7,0.01,1.91
2004-02-18,32.29,8.1,11.1,14.1,9.8,0.06,2.98
2004-02-19,0.61,3.5,9.7,16.0,6.0,0.09,7.21
2004-02-20,0.00,3.7,9.3,14.9,3.7,0.19,8.72
2004-02-21,0.00,5.2,9.4,13.6,5.2,0.22,6.03
2004-02-22,2.67,5.2,7.7,10.1,6.2,0.00,1.83
2004-02-23,4.81,4.2,7.6,11.0,6.4,0.01,1.81
2004-02-24,3.47,4.0,9.7,15.3,5.6,0.04,7.29
2004-02-25,21.52,6.8,11.0,15.2,5.7,0.15,8.47
2004-02-26,31.80,6.3,9.6,12.8,6.5,0.16,5.04
2004-02-27,3.96,1.5,6.4,11.4,4.1,0.06,4.13
2004-02-28,0.28,1.5,7.6,13.6,2.9,0.03,6.64
2004-02-29,0.00,1.9,8.7,15.5,2.9,0.29,10.11
2004-03-01,2.02,3.3,9.1,14.9,4.7,0.26,7.74
2004-03-02,17.26,2.7,6.9,11.1,5.4,0.02,2.49
2004-03-03,0.00,4.4,10.5,16.6,1.0,1.51,12.16
2004-03-04,0.00,3.9,9.9,15.8,1.7,1.05,10.26
2004-03-05,0.00,3.6,11.3,18.9,3.3,0.87,13.27
2004-03-06,0.00,4.4,11.4,18.5,5.8,0.31,10.42
2004-03-07,0.00,5.2,13.0,20.7,7.6,0.13,12.18
2004-03-08,0.00,8.6,17.0,25.4,7.1,1.81,21.19
2004-03-09,0.00,9.2,18.2,27.2,7.4,2.25,25.36
2004-03-10,0.00,10.2,18.8,27.4,7.7,2.32,24.91
2004-03-11,0.00,11.1,18.7,26.3,1.4,6.53,27.14
2004-03-12,0.00,8.5,17.2,25.8,3.6,3.29,24.80
2004-03-13,0.00,8.8,18.2,27.6,4.2,3.75,29.20
2004-03-14,0.00,10.2,19.3,28.5,5.9,3.84,28.71
2004-03-15,0.00,10.8,19.8,28.9,6.7,3.63,28.81
2004-03-16,0.00,11.6,19.7,27.8,3.0,6.78,29.17
2004-03-17,0.00,11.7,20.0,28.3,2.0,7.31,31.03
2004-03-18,0.00,10.4,20.3,30.2,4.5,4.58,34.76
2004-03-19,0.00,9.2,18.9,28.6,5.5,3.49,28.18
2004-03-20,0.00,8.4,17.7,26.9,4.8,2.30,26.33
2004-03-21,0.00,9.2,18.9,28.5,6.2,2.49,29.50
2004-03-22,0.00,10.5,19.8,29.0,8.1,2.51,29.19
2004-03-23,0.00,9.3,18.0,26.8,9.8,0.56,21.39
2004-03-24,0.00,6.9,14.8,22.8,7.9,0.32,14.80
2004-03-25,0.00,6.1,13.4,20.6,5.6,0.74,14.60
2004-03-26,9.07,3.8,7.8,11.8,5.3,0.24,4.04
2004-03-27,1.11,4.7,9.4,14.1,5.5,0.20,6.89
2004-03-28,0.05,5.9,12.1,18.3,7.0,0.15,9.98
2004-03-29,0.00,7.2,16.4,25.5,5.8,1.29,22.60
