FID,FID_1,ID,Shape_Leng,Shape_Area,slp_mean,slp_median,slp_range,FID_2,OBJECTID,CLASSIFICA,Shape_Ar_1,POLY_AREA,PERIMETER,PART_COUNT
440,185,503,9.86382448,6.034379171,25.91343444,23.84267426,6.422901154,4,6,2b,379045.123,3479219.136,43062.26407,13
441,186,504,10.50138347,5.641765448,43.19319534,44.80421638,8.117267609,4,6,2b,379045.123,3479219.136,43062.26407,13
442,187,195,28.90000204,52.83929051,28.86296749,28.95392418,18.68784332,4,6,2b,379045.123,3479219.136,43062.26407,13
443,188,196,17.42120315,18.39192688,29.8540624,29.92501259,6.665319443,4,6,2b,379045.123,3479219.136,43062.26407,13
444,191,198,24.98075029,30.39133614,33.80206864,33.45685577,7.543210983,4,6,2b,379045.123,3479219.136,43062.26407,13
445,192,199,11.48070513,9.066795289,31.4911902,31.84937954,5.243810654,4,6,2b,379045.123,3479219.136,43062.26407,13
446,193,200,18.449454,23.53045075,33.61388318,36.32632065,21.686903,4,6,2b,379045.123,3479219.136,43062.26407,13
447,194,506,26.39084309,49.86667454,34.806717,34.90763474,9.516889572,4,6,2b,379045.123,3479219.136,43062.26407,13
448,200,201,60.84649789,71.7025985,27.08194209,26.79430008,5.654230118,4,6,2b,379045.123,3479219.136,43062.26407,13
449,201,202,10.0162691,5.191481195,27.39647026,27.85603333,10.43204308,4,6,2b,379045.123,3479219.136,43062.26407,13
450,202,203,21.0258093,31.50351902,25.04048634,25.42658997,8.594776154,4,6,2b,379045.123,3479219.136,43062.26407,13
451,203,204,26.51657045,45.36106614,26.3343489,26.17134285,6.722801208,4,6,2b,379045.123,3479219.136,43062.26407,13
452,204,205,16.21613595,18.56147192,29.30926965,29.49324799,5.944499969,4,6,2b,379045.123,3479219.136,43062.26407,13
453,205,206,10.82248297,7.550329187,31.23550549,31.90690517,7.797117233,4,6,2b,379045.123,3479219.136,43062.26407,13
454,206,207,13.64160754,9.981914913,41.39817314,40.9634819,5.830924988,4,6,2b,379045.123,3479219.136,43062.26407,13
455,207,208,8.252871992,4.302201905,38.12687047,38.06146622,0.989959717,4,6,2b,379045.123,3479219.136,43062.26407,13
456,208,209,14.36579626,13.40996136,30.70588332,31.46374512,5.098640442,4,6,2b,379045.123,3479219.136,43062.26407,13
457,209,210,10.33640527,7.23076758,29.12918043,29.25442219,11.53927422,4,6,2b,379045.123,3479219.136,43062.26407,13
458,210,512,10.94664154,8.458548998,32.86017587,33.25141525,7.826047897,4,6,2b,379045.123,3479219.136,43062.26407,13
459,211,211,19.73819557,18.55282605,27.60774685,31.21861649,28.22147274,4,6,2b,379045.123,3479219.136,43062.26407,13
460,212,212,15.22345623,14.51140947,26.88284845,26.99256325,4.175153732,4,6,2b,379045.123,3479219.136,43062.26407,13
461,213,213,26.69360316,39.36956467,25.74026836,25.67161369,6.559480667,4,6,2b,379045.123,3479219.136,43062.26407,13
462,216,515,12.96491147,11.87310994,31.07835102,30.99081039,3.343811035,4,6,2b,379045.123,3479219.136,43062.26407,13
463,217,516,8.226914043,4.952923801,28.59009743,29.38123226,12.0869236,4,6,2b,379045.123,3479219.136,43062.26407,13
464,218,517,24.17180697,30.19485285,25.04359892,25.53129482,5.782670975,4,6,2b,379045.123,3479219.136,43062.26407,13
465,219,518,14.21048331,13.34319926,26.4184133,26.72087479,8.42767334,4,6,2b,379045.123,3479219.136,43062.26407,13
466,240,0,3.9389348,1.092650105,36.00516802,36.00151634,1.184875488,4,6,2b,379045.123,3479219.136,43062.26407,13
467,243,0,12.65938453,11.38651093,29.8203434,29.79773808,1.815532684,4,6,2b,379045.123,3479219.136,43062.26407,13
468,258,0,13.70232476,12.86303352,32.58812464,34.58062363,22.3181057,4,6,2b,379045.123,3479219.136,43062.26407,13
469,259,0,15.09978996,11.25779235,30.76237694,30.50832081,4.092660904,4,6,2b,379045.123,3479219.136,43062.26407,13
470,260,0,38.86534646,37.62616018,29.82366371,29.26199532,9.278896332,4,6,2b,379045.123,3479219.136,43062.26407,13
471,261,0,22.68108639,21.34131096,38.15076665,38.57896423,8.088676453,4,6,2b,379045.123,3479219.136,43062.26407,13
472,264,0,8.146297299,4.585314275,31.78497314,31.70030212,5.334150314,4,6,2b,379045.123,3479219.136,43062.26407,13
473,265,0,9.388671027,6.157014461,31.39418945,30.59506416,9.182865143,4,6,2b,379045.123,3479219.136,43062.26407,13
474,266,0,5.151288062,1.65649702,39.96090126,39.96090126,6.770267487,4,6,2b,379045.123,3479219.136,43062.26407,13
475,267,0,12.89615405,11.17161723,29.39352036,29.14442635,15.24746132,4,6,2b,379045.123,3479219.136,43062.26407,13
476,271,0,14.79302806,14.79669955,32.2755599,31.5191927,7.490106583,4,6,2b,379045.123,3479219.136,43062.26407,13
477,297,0,16.76508482,18.37724678,35.36433963,36.00641251,6.812597275,4,6,2b,379045.123,3479219.136,43062.26407,13
478,298,0,16.08533094,17.06358274,27.6246268,27.69283867,4.229663849,4,6,2b,379045.123,3479219.136,43062.26407,13
479,299,0,21.91193073,23.53590961,27.39145462,27.01271725,7.085035324,4,6,2b,379045.123,3479219.136,43062.26407,13
480,300,0,6.569425952,2.86538701,28.85225773,28.96671772,3.218320847,4,6,2b,379045.123,3479219.136,43062.26407,13
481,301,0,10.99507512,8.799200645,37.37068534,39.69638443,16.77370834,4,6,2b,379045.123,3479219.136,43062.26407,13
482,302,0,9.887772047,6.24246557,41.81927999,43.43767738,12.97896194,4,6,2b,379045.123,3479219.136,43062.26407,13
483,303,0,9.206761563,5.056445734,45.93542862,48.04891014,12.2139473,4,6,2b,379045.123,3479219.136,43062.26407,13
484,304,0,6.661566846,2.945564976,44.18941243,43.4885025,6.369247437,4,6,2b,379045.123,3479219.136,43062.26407,13
485,305,0,11.51311761,6.458866163,46.59378869,46.73935318,5.915309906,4,6,2b,379045.123,3479219.136,43062.26407,13
486,308,0,34.50981133,64.58058117,26.51751961,26.57673645,3.95161438,4,6,2b,379045.123,3479219.136,43062.26407,13
487,309,0,14.91747302,14.5093436,30.335105,30.1295433,5.286687851,4,6,2b,379045.123,3479219.136,43062.26407,13
488,310,0,3.878831338,1.004918545,43.20676401,41.93581581,4.763786316,4,6,2b,379045.123,3479219.136,43062.26407,13
489,312,0,11.30388503,9.030200656,33.87890328,34.01150513,3.495487213,4,6,2b,379045.123,3479219.136,43062.26407,13
490,313,0,9.633963271,6.455225017,33.94711781,34.32866669,3.577684402,4,6,2b,379045.123,3479219.136,43062.26407,13
491,314,0,12.44717454,10.82006737,35.40769161,35.4901619,2.857757568,4,6,2b,379045.123,3479219.136,43062.26407,13
492,341,0,19.85172462,26.29117311,40.75981247,40.98336411,7.547779083,4,6,2b,379045.123,3479219.136,43062.26407,13
493,505,0,15.37215665,15.08523849,29.17871789,30.88526249,10.68012619,4,6,2b,379045.123,3479219.136,43062.26407,13
494,517,0,13.04890947,11.51355917,34.1086183,34.13241577,17.82609749,4,6,2b,379045.123,3479219.136,43062.26407,13
495,520,0,6.615378004,3.112724251,28.53294881,30.76134109,8.759933472,4,6,2b,379045.123,3479219.136,43062.26407,13
496,521,0,8.646924268,4.674907042,28.20637474,27.43815041,13.51551247,4,6,2b,379045.123,3479219.136,43062.26407,13
497,522,0,6.270636765,2.42211666,37.24186134,37.24186134,1.26266098,4,6,2b,379045.123,3479219.136,43062.26407,13
498,523,0,26.94685085,40.16604097,26.87678419,26.20188522,7.678991318,4,6,2b,379045.123,3479219.136,43062.26407,13
499,524,0,16.26622279,15.47768373,25.48539403,25.04552078,7.551727295,4,6,2b,379045.123,3479219.136,43062.26407,13
500,533,0,12.20667561,8.73575126,27.32981194,26.77033234,14.56223488,4,6,2b,379045.123,3479219.136,43062.26407,13
501,534,0,13.00729411,8.926797819,28.50960626,29.76039505,18.06962395,4,6,2b,379045.123,3479219.136,43062.26407,13
502,535,0,11.16853628,7.282742929,23.34301458,26.59515381,18.65047836,4,6,2b,379045.123,3479219.136,43062.26407,13
503,536,0,18.78348059,25.46483923,33.07292114,34.22628021,17.15084267,4,6,2b,379045.123,3479219.136,43062.26407,13
504,537,0,23.58400665,27.15878257,29.49883196,30.78567886,16.28871155,4,6,2b,379045.123,3479219.136,43062.26407,13
505,541,0,10.22531613,6.007771604,26.2251952,26.42007256,5.824426651,4,6,2b,379045.123,3479219.136,43062.26407,13
506,542,0,13.55120907,10.61417714,25.82482662,25.90054703,3.641382217,4,6,2b,379045.123,3479219.136,43062.26407,13
507,543,0,8.99884339,4.278713784,24.81775427,24.52930546,7.221324921,4,6,2b,379045.123,3479219.136,43062.26407,13
508,544,0,9.119195464,5.29562715,25.57412847,25.47987461,4.836051941,4,6,2b,379045.123,3479219.136,43062.26407,13
509,546,0,5.852361404,2.264989239,39.31771469,39.31771469,1.536911011,4,6,2b,379045.123,3479219.136,43062.26407,13
510,547,0,7.552492081,3.721150849,35.01332092,34.89513397,4.484542847,4,6,2b,379045.123,3479219.136,43062.26407,13
511,552,0,12.60784504,8.688829219,34.47439248,34.42402267,0.51656723,4,6,2b,379045.123,3479219.136,43062.26407,13
512,553,0,6.537833893,2.977925564,38.93895467,38.34798431,1.827919006,4,6,2b,379045.123,3479219.136,43062.26407,13
513,112,114,14.80254292,10.93978267,24.30040151,24.39383316,9.046890259,5,5,2a,142121.7446,368801.4304,9841.932476,2
514,113,115,6.883547511,2.79122366,31.7608153,31.70877075,0.66277504,5,5,2a,142121.7446,368801.4304,9841.932476,2
515,114,116,13.5961093,9.562868081,27.59963989,28.03153419,5.8997612,5,5,2a,142121.7446,368801.4304,9841.932476,2
516,158,170,32.37849331,38.83099754,21.22788651,21.26717567,5.246953964,5,5,2a,142121.7446,368801.4304,9841.932476,2
517,189,505,10.25881336,7.292150249,31.27863159,30.72373199,7.182004929,5,5,2a,142121.7446,368801.4304,9841.932476,2
518,190,197,18.79879599,19.65767774,30.47897,30.47580814,5.817287445,5,5,2a,142121.7446,368801.4304,9841.932476,2
519,198,510,10.70489869,7.609868926,32.62339815,32.99105644,3.357294083,5,5,2a,142121.7446,368801.4304,9841.932476,2
520,199,511,15.42053677,15.42785572,30.03539574,29.20489597,12.42576981,5,5,2a,142121.7446,368801.4304,9841.932476,2
521,214,513,22.57399233,35.05058641,27.6702586,28.09497452,13.10388184,5,5,2a,142121.7446,368801.4304,9841.932476,2
522,237,537,11.86708836,8.541125245,29.31398487,29.33862019,6.911779404,5,5,2a,142121.7446,368801.4304,9841.932476,2
523,241,0,6.756686178,3.076392171,38.24111048,39.69445801,4.596111298,5,5,2a,142121.7446,368801.4304,9841.932476,2
524,242,0,5.388595034,1.919897917,35.49849255,35.44468498,2.522357941,5,5,2a,142121.7446,368801.4304,9841.932476,2
525,251,0,11.55144918,8.170608833,38.33113819,38.62047195,11.50704956,5,5,2a,142121.7446,368801.4304,9841.932476,2
526,518,0,11.75353073,9.016692668,33.67999001,33.6624012,1.754405975,5,5,2a,142121.7446,368801.4304,9841.932476,2
527,519,0,11.45614771,8.622041059,26.94688579,27.46249199,4.873247147,5,5,2a,142121.7446,368801.4304,9841.932476,2
528,525,0,3.813088931,0.935790374,18.98988467,17.42313051,11.42192554,5,5,2a,142121.7446,368801.4304,9841.932476,2
529,526,0,14.41594535,11.59215938,25.42613151,25.47422409,4.327123642,5,5,2a,142121.7446,368801.4304,9841.932476,2
530,527,0,7.291734037,3.599587461,26.10694742,26.13205624,1.464653015,5,5,2a,142121.7446,368801.4304,9841.932476,2
531,528,0,9.146446535,4.925528752,26.39061737,26.06001854,5.107944489,5,5,2a,142121.7446,368801.4304,9841.932476,2
532,529,0,21.7304457,24.58922913,25.44591896,25.98433685,9.253040314,5,5,2a,142121.7446,368801.4304,9841.932476,2
533,530,0,19.58222517,18.96199231,24.76078024,25.10870266,13.64082336,5,5,2a,142121.7446,368801.4304,9841.932476,2
534,531,0,12.59299396,9.831749649,24.81827649,25.36172867,8.52050209,5,5,2a,142121.7446,368801.4304,9841.932476,2
535,532,0,7.740337157,3.659606401,15.25019296,12.46189785,9.269645691,5,5,2a,142121.7446,368801.4304,9841.932476,2
536,538,0,12.60286568,10.70492102,27.47626839,27.71005058,5.766021729,5,5,2a,142121.7446,368801.4304,9841.932476,2
537,180,192,10.32926946,5.488391429,19.1200861,19.83381271,9.878394127,6,8,2d,33503.81726,367049.0139,17056.37809,6
538,183,501,20.43045641,30.56566009,27.99354639,28.71442986,13.48781586,6,8,2d,33503.81726,367049.0139,17056.37809,6
540,503,0,10.20395494,7.73542642,39.15841746,39.09760475,26.32454109,7,1,Qal,2106097.665,2145910.748,19989.28343,3
541,504,0,10.90641009,8.457347338,33.65275247,33.88903046,10.7667942,7,1,Qal,2106097.665,2145910.748,19989.28343,3
542,506,0,6.7227534,3.140430738,50.02245967,50.20138931,4.333709717,7,1,Qal,2106097.665,2145910.748,19989.28343,3
543,508,0,10.42088525,6.739979075,38.76180725,38.76449203,11.53190994,7,1,Qal,2106097.665,2145910.748,19989.28343,3
544,515,0,17.97678645,14.51418855,43.91237978,46.63703537,35.8122654,7,1,Qal,2106097.665,2145910.748,19989.28343,3
545,516,0,13.24898333,10.21408844,34.0775404,35.55709648,11.79619026,7,1,Qal,2106097.665,2145910.748,19989.28343,3
546,53,54,58.37796126,58.90716556,42.1296069,40.80391312,16.96722794,0,0, ,0,0,0,0
547,59,60,11.66299505,8.999346421,37.29515762,36.96872902,2.6705513,0,0, ,0,0,0,0
548,61,62,61.97826214,209.7831001,40.90065118,40.97556496,12.34948349,0,0, ,0,0,0,0
549,115,117,21.64616757,23.40742049,23.03186584,20.95696163,14.10945702,0,0, ,0,0,0,0
550,127,129,69.29420315,173.57918,20.04109751,19.74261093,5.815485001,0,0, ,0,0,0,0
551,254,0,14.96054443,14.26537245,31.80686811,31.58786201,5.1608181,0,0, ,0,0,0,0
552,318,0,14.70180592,13.2962201,37.9123923,37.67626381,4.062671661,0,0, ,0,0,0,0
553,342,0,25.65366233,41.83480542,32.64508788,31.94227219,13.9998188,0,0, ,0,0,0,0
554,509,0,6.775305525,2.953568666,32.93984938,32.38677025,8.481214523,0,0, ,0,0,0,0
539,250,0,11.60557814,9.830832255,2.847196221,1.938845158,3.944108486,7,1,Qal,2106097.665,2145910.748,19989.28343,3
